Index,Title_x,ID,Rating,Release Year,Duration,Cleaned_Title,Title_y,BoxOfficeMojo_Link,Title,Worldwide Gross,Domestic Gross,International Gross,Director,Cast and Crew
2030,1989. Deliver Us from Evil,tt2377322,6.2,2005,1h 58m,Deliver Us from Evil,1989. Deliver Us from Evil,https://www.boxofficemojo.com/title/tt2377322/,Deliver Us from Evil (2014),"$87,937,815","$30,577,122","$57,360,693",Scott Derrickson,"Eric Bana (Sarchie), Edgar Ramírez (Mendoza), Olivia Munn (Jen), Chris Coy (Jimmy)"
2031,1990. The Wailing,tt5215952,7.4,1h 36m,2h 36m,The Wailing,1990. The Wailing,https://www.boxofficemojo.com/title/tt5215952/,The Wailing (2016),"$49,851,770","$786,633","$49,065,137",Na Hong-jin,"Jun Kunimura (Japanese Man), Hwang Jung-min (Il-gwang), Kwak Do-won (Jong-goo), Chun Woo-hee (The Mysterious Woman)"
2032,1991. Nanny McPhee,tt0396752,6.6,R,1h 37m,Nanny McPhee,1991. Nanny McPhee,https://www.boxofficemojo.com/title/tt0396752/,Nanny McPhee (2005),"$123,276,807","$47,144,110","$76,132,697",Kirk Jones,"Emma Thompson (Nanny McPhee), Colin Firth (Mr. Brown), Angela Lansbury (Aunt Adelaide), Kelly Macdonald (Evangeline)"
2033,1992. Centurion,tt1020558,6.3,2016,1h 37m,Centurion,1992. Centurion,https://www.boxofficemojo.com/title/tt1020558/,Centurion (2010),"$6,890,432","$123,570","$6,766,862",Neil Marshall,"Michael Fassbender (Centurion Quintus Dias), Dominic West (General Titus Virilus), Olga Kurylenko (Etain), Andreas Wisniewski (Commander Gratus)"
2034,1993. Krampus,tt3850590,6.2,1h 42m,1h 38m,Krampus,1993. Krampus,https://www.boxofficemojo.com/title/tt3850590/,Krampus (2015),"$61,548,707","$42,725,475","$18,823,232",Michael Dougherty,"Adam Scott (Tom), Toni Collette (Sarah), David Koechner (Howard), Allison Tolman (Linda)"
2035,1994. Semi-Pro,tt0839980,5.8,R,1h 31m,Semi-Pro,1994. Semi-Pro,https://www.boxofficemojo.com/title/tt0839980/,Semi-Pro (2008),"$44,004,502","$33,479,698","$10,524,804",Kent Alterman,"Will Ferrell (Jackie Moon), Woody Harrelson (Monix), André 3000 (Clarence), Maura Tierney (Lynn)"
2036,1995. Four Lions,tt1341167,7.3,2009,1h 37m,Four Lions,1995. Four Lions,https://www.boxofficemojo.com/title/tt1341167/,Four Lions (2010),"$6,149,356","$304,616","$5,844,740",Christopher Morris,"Will Adamsdale (Alex), Riz Ahmed (Omar), Adeel Akhtar (Faisal), Kayvan Novak (Waj)"
2037,1996. Solaris,tt0307479,6.2,1h 51m,1h 39m,Solaris,1996. Solaris,https://www.boxofficemojo.com/title/tt0307479/,Solaris (2002),"$30,002,758","$14,973,382","$15,029,376",Steven Soderbergh,"George Clooney (Kelvin), Natascha McElhone (Rheya), Ulrich Tukur (Gibarian), Viola Davis (Gordon)"
2038,1997. Bloodshot,tt1634106,5.7,R,1h 49m,Bloodshot,1997. Bloodshot,https://www.boxofficemojo.com/title/tt1634106/,Bloodshot (2020),"$39,861,118","$12,561,824","$27,299,294",Dave Wilson,"Vin Diesel (Bloodshot), Eiza González (KT), Sam Heughan (Jimmy Dalton), Toby Kebbell (Martin Axe)"
2039,1998. Caché,tt0387898,7.3,2011,1h 57m,Caché,1998. Caché,https://www.boxofficemojo.com/title/tt0387898/,Caché (2005),"$16,197,824","$3,647,381","$12,550,443",Michael Haneke,"Daniel Auteuil (Georges Laurent), Juliette Binoche (Anne Laurent), Maurice Bénichou (Majid), Annie Girardot (Georges's Mom)"
2040,1999. Fruitvale Station,tt2334649,7.5,1h 57m,1h 25m,Fruitvale Station,1999. Fruitvale Station,https://www.boxofficemojo.com/title/tt2334649/,Fruitvale Station (2013),"$17,385,830","$16,101,339","$1,284,491",Ryan Coogler,"Michael B. Jordan (Oscar Grant), Melonie Diaz (Sophina), Octavia Spencer (Wanda), Kevin Durand (Officer Caruso)"
2041,2000. Freedom Writers,tt0463998,7.6,PG-13,2h 3m,Freedom Writers,2000. Freedom Writers,https://www.boxofficemojo.com/title/tt0463998/,Freedom Writers (2007),"$43,095,175","$36,605,602","$6,489,573",Richard LaGravenese,"Hilary Swank (Erin Gruwell), Imelda Staunton (Margaret Campbell), Patrick Dempsey (Scott Casey), Scott Glenn (Steve Gruwell)"
2042,2001. The Ruins,tt0963794,5.9,2001,1h 30m,The Ruins,2001. The Ruins,https://www.boxofficemojo.com/title/tt0963794/,The Ruins (2008),"$22,818,256","$17,432,844","$5,385,412",Carter Smith,"Shawn Ashmore (Eric), Jena Malone (Amy), Jonathan Tucker (Jeff), Laura Ramsey (Stacy)"
2043,2002. The Last Castle,tt0272020,6.9,1h 36m,2h 11m,The Last Castle,2002. The Last Castle,https://www.boxofficemojo.com/title/tt0272020/,The Last Castle (2001),"$27,642,707","$18,244,060","$9,398,647",Rod Lurie,"Robert Redford (General Irwin), James Gandolfini (Col. Winter), Mark Ruffalo (Yates), Steve Burton (Capt. Peretz)"
2044,2003. Sisu,tt14846026,6.9,PG-13,1h 31m,Sisu,2003. Sisu,https://www.boxofficemojo.com/title/tt14846026/,Sisu (2022),"$14,281,199","$7,265,622","$7,015,577",Jalmari Helander,"Jorma Tommila (Aatami), Aksel Hennie (Bruno), Jack Doolan (Wolf), Mimosa Willamo (Aino)"
2045,2004. Christopher Robin,tt4575576,7.2,2011,1h 44m,Christopher Robin,2004. Christopher Robin,https://www.boxofficemojo.com/title/tt4575576/,Christopher Robin (2018),"$197,744,825","$99,215,042","$98,529,335",Marc Forster,"Ewan McGregor (Christopher Robin), Hayley Atwell (Evelyn Robin), Bronte Carmichael (Madeline Robin), Mark Gatiss (Giles Winslow)"
2046,2005. The Uninvited,tt0815245,6.3,1h 58m,1h 27m,The Uninvited,2005. The Uninvited,https://www.boxofficemojo.com/title/tt0815245/,The Uninvited (2009),"$41,633,384","$28,596,818","$13,036,566",Charles Guard,"Emily Browning (Anna), Arielle Kebbel (Alex), Elizabeth Banks (Rachel), David Strathairn (Steven)"
2047,2006. Hidalgo,tt0317648,6.7,R,2h 16m,Hidalgo,2006. Hidalgo,https://www.boxofficemojo.com/title/tt0317648/,Hidalgo (2004),"$108,040,622","$67,303,450","$40,737,172",Joe Johnston,"Viggo Mortensen (Frank Hopkins), Omar Sharif (Sheikh Riyadh), Zuleikha Robinson (Jazira), Louise Lombard (Lady Anne Davenport)"
2048,2007. Plane,tt5884796,6.5,2007,1h 47m,Plane,2007. Plane,https://www.boxofficemojo.com/title/tt5884796/,Plane (2023),"$74,515,586","$32,111,181","$42,404,405",Jean-François Richet,"Gerard Butler (Brodie Torrance), Mike Colter (Louis Gaspare), Tony Goldwyn (Scarsdale), Yoson An (Samuel Dele)"
2049,2008. The Christmas Chronicles,tt2990140,7.0,2h 4m,1h 44m,The Christmas Chronicles,2008. The Christmas Chronicles,https://www.boxofficemojo.com/title/tt2990140/,The Christmas Chronicles (2018),–,–,–,Clay Kaytis,"Kurt Russell (Santa Claus), Darby Camp (Kate), Judah Lewis (Teddy), Oliver Hudson (Doug)"
2050,2009. Chak De! India,tt0871510,8.1,PG,2h 33m,Chak De! India,2009. Chak De! India,https://www.boxofficemojo.com/title/tt0871510/,Chak De! India (2007),"$21,505,244","$1,120,404","$20,384,840",Shimit Amin,"Shah Rukh Khan (Kabir Khan), Vidya Malvade (Vidya Sharma), Sagarika Ghatge (Preety Sabharwal), Shilpa Shukla (Bindia Naik)"
2051,2010. The Mothman Prophecies,tt0265349,6.4,2019,1h 59m,The Mothman Prophecies,2010. The Mothman Prophecies,https://www.boxofficemojo.com/title/tt0265349/,The Mothman Prophecies (2002),"$55,305,279","$35,746,370","$19,558,909",Mark Pellington,"Richard Gere (John Klein), Laura Linney (Connie Mills), David Eigenberg (Ed Fleischman), Bob Tracey (Cyrus Bills)"
2052,2011. Notes on a Scandal,tt0465551,7.4,2h 15m,1h 32m,Notes on a Scandal,2011. Notes on a Scandal,https://www.boxofficemojo.com/title/tt0465551/,Notes on a Scandal (2006),"$49,814,568","$17,510,118","$32,304,274",Richard Eyre,"Cate Blanchett (Sheba Hart), Judi Dench (Barbara Covett), Andrew Simpson (Steven Connolly), Tom Georgeson (Ted Mawson)"
2053,2012. The Sea Inside,tt0369702,8.0,PG,2h 6m,The Sea Inside,2012. The Sea Inside,https://www.boxofficemojo.com/title/tt0369702/,The Sea Inside (2004),"$43,731,621","$2,104,923","$41,626,698",Alejandro Amenábar,"Javier Bardem (Ramón Sampedro), Belén Rueda (Julia), Lola Dueñas (Rosa), Mabel Rivera (Manuela)"
2054,2013. Fool's Gold,tt0770752,5.7,2013,1h 52m,Fool's Gold,2013. Fool's Gold,https://www.boxofficemojo.com/title/tt0770752/,Fool's Gold (2008),"$111,231,041","$70,231,041","$41,000,000",Andy Tennant,"Matthew McConaughey (Finn), Kate Hudson (Tess), Donald Sutherland (Nigel Honeycutt), Alexis Dziena (Gemma Honeycutt)"
2055,2014. Saw X,tt21807222,6.6,1h 54m,1h 58m,Saw X,2014. Saw X,https://www.boxofficemojo.com/title/tt21807222/,Saw X (2023),"$112,202,480","$53,607,898","$58,594,582",Kevin Greutert,"Tobin Bell (John Kramer), Shawnee Smith (Amanda Young), Synnøve Macody Lund (Cecilia Pederson), Steven Brand (Parker Sears)"
2056,2015. Daddy's Home 2,tt5657846,6.0,PG-13,1h 40m,Daddy's Home 2,2015. Daddy's Home 2,https://www.boxofficemojo.com/title/tt5657846/,Daddy's Home 2 (2017),"$180,613,824","$104,029,443","$76,584,381",Sean Anders,"Will Ferrell (Brad), Mark Wahlberg (Dusty), Mel Gibson (Kurt), John Lithgow (Don)"
2057,2016. Before I Go to Sleep,tt1726592,6.3,2007,1h 32m,Before I Go to Sleep,2016. Before I Go to Sleep,https://www.boxofficemojo.com/title/tt1726592/,Before I Go to Sleep (2014),"$17,669,776","$3,242,457","$14,427,319",Rowan Joffe,"Nicole Kidman (Christine), Colin Firth (Ben), Mark Strong (Dr. Nasch), Anne-Marie Duff (Claire)"
2058,2017. Johnny English Strikes Again,tt6921996,6.2,1h 50m,1h 29m,Johnny English Strikes Again,2017. Johnny English Strikes Again,https://www.boxofficemojo.com/title/tt6921996/,Johnny English Strikes Again (2018),"$158,972,570","$4,412,170","$154,560,329",David Kerr,"Rowan Atkinson (Johnny English), Ben Miller (Bough), Olga Kurylenko (Ophelia Bhuletova), Emma Thompson (Prime Minister)"
2059,2018. Trumbo,tt3203606,7.4,PG-13,2h 4m,Trumbo,2018. Trumbo,https://www.boxofficemojo.com/title/tt3203606/,Trumbo (2015),"$11,430,025","$7,857,741","$3,572,284",Dalton Trumbo,"Bryan Cranston (Dalton Trumbo), Diane Lane (Cleo Trumbo), Helen Mirren (Hedda Hopper), Louis C.K. (Arlen Hird)"
2060,2019. Beasts of the Southern Wild,tt2125435,7.2,2012,1h 33m,Beasts of the Southern Wild,2019. Beasts of the Southern Wild,https://www.boxofficemojo.com/title/tt2125435/,Beasts of the Southern Wild (2012),"$21,107,746","$12,795,746","$8,312,000",Benh Zeitlin,"Quvenzhané Wallis (Hushpuppy), Dwight Henry (Wink), Levy Easterly (Jean Battiste), Lowell Landes (Walrus)"
2061,2020. Sex and the City 2,tt1261945,4.5,1h 56m,2h 26m,Sex and the City 2,2020. Sex and the City 2,https://www.boxofficemojo.com/title/tt1261945/,Sex and the City 2 (2010),"$290,745,055","$95,347,692","$195,397,363",Michael Patrick King,"Sarah Jessica Parker (Carrie Bradshaw), Kim Cattrall (Samantha Jones), Kristin Davis (Charlotte York), Cynthia Nixon (Miranda Hobbes)"
2062,2021. Project Almanac,tt2436386,6.4,R,1h 46m,Project Almanac,2021. Project Almanac,https://www.boxofficemojo.com/title/tt2436386/,Project Almanac (2015),"$33,213,241","$22,348,241","$10,865,000",Dean Israelite,"Amy Landecker (Kathy Raskin), Sofia Black-D'Elia (Jessie Pierce), Virginia Gardner (Christina Raskin), Jonny Weston (David Raskin)"
2063,2022. Cabin Fever,tt0303816,5.6,2014,1h 33m,Cabin Fever,2022. Cabin Fever,https://www.boxofficemojo.com/title/tt0303816/,Cabin Fever (2002),"$30,553,394","$21,158,188","$9,395,206",Eli Roth,"Jordan Ladd (Karen), Rider Strong (Paul), James DeBello (Bert), Cerina Vincent (Marcy)"
2064,2023. The Kings of Summer,tt2179116,7.1,1h 34m,1h 35m,The Kings of Summer,2023. The Kings of Summer,https://www.boxofficemojo.com/title/tt2179116/,The Kings of Summer (2013),"$1,501,595","$1,315,590","$186,005",Jordan Vogt-Roberts,"Nick Robinson (Joe), Gabriel Basso (Patrick), Moises Arias (Biaggio), Nick Offerman (Frank)"
2065,2024. Master,tt10579952,7.4,Not Rated,2h 59m,Master,2024. Master,https://www.boxofficemojo.com/title/tt10579952/,Master (2021),"$28,692,230",–,"$28,692,230",Lokesh Kanagaraj,"Joseph Vijay (John 'JD' Durairaj), Vijay Sethupathi (Bhavani), Malavika Mohanan (Charulatha 'Charu' Prasad), Arjun Das (Das)"
2066,2025. The Woman in the Window,tt6111574,5.7,2017,1h 40m,The Woman in the Window,2025. The Woman in the Window,https://www.boxofficemojo.com/title/tt6111574/,The Woman in the Window (2021),–,–,–,Joe Wright,"Amy Adams (Anna Fox), Gary Oldman (Alistair Russell), Anthony Mackie (Ed), Fred Hechinger (Ethan Russell)"
2067,2026. Star Trek: Nemesis,tt0253754,6.4,2h 1m,1h 56m,Star Trek: Nemesis,2026. Star Trek: Nemesis,https://www.boxofficemojo.com/title/tt0253754/,Star Trek: Nemesis (2002),"$67,336,470","$43,254,409","$24,082,061",Stuart Baird,"Patrick Stewart (Jean-Luc Picard), Jonathan Frakes (William Riker), Brent Spiner (Data/B-4), LeVar Burton (Geordi La Forge)"
2068,2027. Felon,tt1117385,7.4,R,1h 44m,Felon,2027. Felon,https://www.boxofficemojo.com/title/tt1117385/,Felon (2008),–,–,–,Ric Roman Waugh,"Stephen Dorff (Wade Porter), Marisol Nichols (Laura Porter), Vincent Miller (Michael Porter), Anne Archer (Maggie)"
2069,2028. Midnight Special,tt2649554,6.6,2011,1h 52m,Midnight Special,2028. Midnight Special,https://www.boxofficemojo.com/title/tt2649554/,Midnight Special (2016),"$7,112,282","$3,712,282","$3,400,000",Jeff Nichols,"Michael Shannon (Roy), Joel Edgerton (Lucas), Kirsten Dunst (Sarah), Adam Driver (Sevier)"
2070,2029. Miss Sloane,tt4540710,7.5,1h 36m,2h 12m,Miss Sloane,2029. Miss Sloane,https://www.boxofficemojo.com/title/tt4540710/,Miss Sloane (2016),"$9,102,164","$3,500,605","$5,600,941",John Madden,"Jessica Chastain (Madeline Elizabeth Sloane), Mark Strong (Rodolfo Vittorio Schmidt), Gugu Mbatha-Raw (Esme Manucharian), Michael Stuhlbarg (Pat Connors)"
2071,2030. Youth,tt3312830,7.3,G,2h 4m,Youth,2030. Youth,https://www.boxofficemojo.com/title/tt3312830/,Youth (2015),"$23,469,540","$2,703,296","$20,766,244",Paolo Sorrentino,"Michael Caine (Fred Ballinger), Harvey Keitel (Mick Boyle), Rachel Weisz (Lena Ballinger), Jane Fonda (Brenda Morel)"
2072,2031. Killer Joe,tt1726669,6.7,2016,1h 42m,Killer Joe,2031. Killer Joe,https://www.boxofficemojo.com/title/tt1726669/,Killer Joe (2011),"$4,633,668","$1,987,762","$2,645,906",William Friedkin,"Matthew McConaughey (Killer Joe Cooper), Emile Hirsch (Chris Smith), Juno Temple (Dottie Smith), Thomas Haden Church (Ansel Smith)"
2073,"2032. You, Me and Dupree",tt0463034,5.6,1h 58m,1h 50m,"You, Me and Dupree","2032. You, Me and Dupree",https://www.boxofficemojo.com/title/tt0463034/,"You, Me and Dupree (2006)","$130,628,903","$75,628,110","$55,000,793",Anthony Russo,"Kate Hudson (Molly), Owen Wilson (Dupree), Matt Dillon (Carl), Michael Douglas (Mr. Thompson)"
2074,2033. All Is Lost,tt2017038,6.9,PG-13,1h 46m,All Is Lost,2033. All Is Lost,https://www.boxofficemojo.com/title/tt2017038/,All Is Lost (2013),"$13,627,519","$6,263,670","$7,363,849",J.C. Chandor,Robert Redford (Our Man)
2075,2034. Ultraviolet,tt0370032,4.4,2005,1h 28m,Ultraviolet,2034. Ultraviolet,https://www.boxofficemojo.com/title/tt0370032/,Ultraviolet (2006),"$31,070,211","$18,535,812","$12,534,399",Kurt Wimmer,"Milla Jovovich (Violet Song Jat Shariff), Cameron Bright (Six), Nick Chinlund (Ferdinand Daxus), Sebastien Andrieu (Nerva)"
2076,2035. Morning Glory,tt1126618,6.5,1h 39m,1h 47m,Morning Glory,2035. Morning Glory,https://www.boxofficemojo.com/title/tt1126618/,Morning Glory (2010),"$60,040,976","$31,011,732","$29,029,244",Roger Michell,"Rachel McAdams (Becky), Harrison Ford (Mike Pomeroy), Diane Keaton (Colleen Peck), Noah Bean (First Date)"
2077,2036. The Night Before,tt3530002,6.4,R,1h 41m,The Night Before,2036. The Night Before,https://www.boxofficemojo.com/title/tt3530002/,The Night Before (2015),"$52,395,996","$43,047,372","$9,348,624",Jonathan Levine,"Joseph Gordon-Levitt (Ethan Miller), Seth Rogen (Isaac Greenberg), Jillian Bell (Betsy Greenberg), Lizzy Caplan (Diana)"
2078,2037. Super,tt1512235,6.7,2011,1h 36m,Super,2037. Super,https://www.boxofficemojo.com/title/tt1512235/,Super (2010),"$422,618","$327,716","$94,902",James Gunn,"Rainn Wilson (Frank Darbo), Elliot Page (Libby), Liv Tyler (Sarah), Kevin Bacon (Jacques)"
2079,2038. Final Fantasy: The Spirits Within,tt0173840,6.4,1h 50m,1h 46m,Final Fantasy: The Spirits Within,2038. Final Fantasy: The Spirits Within,https://www.boxofficemojo.com/title/tt0173840/,Final Fantasy: The Spirits Within (2001),"$85,131,830","$32,131,830","$53,000,000",Hironobu Sakaguchi,"Alec Baldwin (Captain Gray Edwards), Steve Buscemi (Neil), Ming-Na Wen (Doctor Aki Ross), Ving Rhames (Ryan)"
2080,2039. The Dig,tt3661210,7.1,PG-13,1h 52m,The Dig,2039. The Dig,https://www.boxofficemojo.com/title/tt3661210/,The Dig (2021),$693,–,$693,Simon Stone,"Carey Mulligan (Edith Pretty), Ralph Fiennes (Basil Brown), Lily James (Peggy Piggott), Johnny Flynn (Rory Lomax)"
2081,"2040. I, Frankenstein",tt1418377,5.1,2008,1h 32m,"I, Frankenstein","2040. I, Frankenstein",https://www.boxofficemojo.com/title/tt1418377/,"I, Frankenstein (2014)","$76,801,179","$19,075,290","$57,725,889",Stuart Beattie,"Aaron Eckhart (Adam), Bill Nighy (Naberius), Miranda Otto (Leonore), Virginie Le Brun (Elizabeth Frankenstein)"
2082,2041. Confessions of a Shopaholic,tt1093908,5.9,1h 34m,1h 44m,Confessions of a Shopaholic,2041. Confessions of a Shopaholic,https://www.boxofficemojo.com/title/tt1093908/,Confessions of a Shopaholic (2009),"$108,394,089","$44,277,350","$64,116,739",P.J. Hogan,"Isla Fisher (Rebecca Bloomwood), Hugh Dancy (Luke Brandon), Krysten Ritter (Suze), Joan Cusack (Jane Bloomwood)"
2083,2042. The Invasion,tt0427392,5.9,PG-13,1h 39m,The Invasion,2042. The Invasion,https://www.boxofficemojo.com/title/tt0427392/,The Invasion (2007),"$40,170,558","$15,074,191","$25,096,367",Oliver Hirschbiegel,"Nicole Kidman (Carol Bennell), Daniel Craig (Ben Driscoll), Jeremy Northam (Tucker Kaufman), Jackson Bond (Oliver)"
2084,2043. Good Boys,tt6977338,6.7,2023,1h 30m,Good Boys,2043. Good Boys,https://www.boxofficemojo.com/title/tt6977338/,Good Boys (2019),"$111,173,598","$83,140,306","$28,033,292",Gene Stupnitsky,"Jacob Tremblay (Max), Keith L. Williams (Lucas), Brady Noon (Thor), Molly Gordon (Hannah)"
2085,2044. Jackie,tt1619029,6.6,1h 32m,1h 40m,Jackie,2044. Jackie,https://www.boxofficemojo.com/title/tt1619029/,Jackie (2016),"$29,778,202","$13,960,394","$15,817,808",John F. Kennedy,"Natalie Portman (Jackie Kennedy), Peter Sarsgaard (Bobby Kennedy), Greta Gerwig (Nancy Tuckerman), Billy Crudup (The Journalist)"
2086,2045. Dumbo,tt3861390,6.3,PG,1h 52m,Dumbo,2045. Dumbo,https://www.boxofficemojo.com/title/tt3861390/,Dumbo (2019),"$353,284,621","$114,766,307","$238,518,314",Tim Burton,"Colin Farrell (Holt Farrier), Michael Keaton (V. A. Vandevere), Danny DeVito (Max Medici), Eva Green (Colette Marchant)"
2087,2046. Broken City,tt1235522,6.1,2004,1h 49m,Broken City,2046. Broken City,https://www.boxofficemojo.com/title/tt1235522/,Broken City (2013),"$34,737,199","$19,701,164","$15,036,035",Allen Hughes,"Mark Wahlberg (Billy Taggart), Russell Crowe (Mayor Hostetler), Catherine Zeta-Jones (Cathleen Hostetler), Jeffrey Wright (Carl Fairbanks)"
2088,2047. Mank,tt10618286,6.8,2h 7m,2h 11m,Mank,2047. Mank,https://www.boxofficemojo.com/title/tt10618286/,Mank (2020),–,–,–,Herman J. Mankiewicz,"Gary Oldman (Herman Mankiewicz), Amanda Seyfried (Marion Davies), Lily Collins (Rita Alexander), Tom Pelphrey (Joe Mankiewicz)"
2089,2048. The Spy Who Dumped Me,tt6663582,6.0,R,1h 57m,The Spy Who Dumped Me,2048. The Spy Who Dumped Me,https://www.boxofficemojo.com/title/tt6663582/,The Spy Who Dumped Me (2018),"$75,339,459","$33,562,069","$41,777,390",Susanna Fogel,"Justin Theroux (Drew), Kate McKinnon (Morgan), Blanka Györfi-Tóth (Little Girl), Mila Kunis (Audrey)"
2090,2049. The Weather Man,tt0384680,6.6,2008,1h 42m,The Weather Man,2049. The Weather Man,https://www.boxofficemojo.com/title/tt0384680/,The Weather Man (2005),"$19,126,398","$12,482,775","$6,643,623",Gore Verbinski,"Nicolas Cage (David Spritz), Hope Davis (Noreen), Nicholas Hoult (Mike), Michael Caine (Robert Spritzel)"
2091,2050. Bridget Jones's Baby,tt1473832,6.4,1h 29m,2h 3m,Bridget Jones's Baby,2050. Bridget Jones's Baby,https://www.boxofficemojo.com/title/tt1473832/,Bridget Jones's Baby (2016),"$211,952,420","$24,252,420","$187,700,000",Sharon Maguire,"Renée Zellweger (Bridget), Gemma Jones (Mum), Jim Broadbent (Dad), Sally Phillips (Shazzer)"
2092,2051. Abduction,tt1600195,5.1,PG,1h 46m,Abduction,2051. Abduction,https://www.boxofficemojo.com/title/tt1600195/,Abduction (2011),"$82,087,155","$28,087,155","$54,000,000",John Singleton,"Taylor Lautner (Nathan), Lily Collins (Karen), Alfred Molina (Burton), Jake Andolina (CIA Man)"
2093,2052. Eighth Grade,tt7014006,7.4,2011,1h 33m,Eighth Grade,2052. Eighth Grade,https://www.boxofficemojo.com/title/tt7014006/,Eighth Grade (2018),"$14,347,433","$13,539,709","$807,724",Bo Burnham,"Elsie Fisher (Kayla Day), Josh Hamilton (Mark Day), Emily Robinson (Olivia), Jake Ryan (Gabe)"
